"","doi","survey_name","unit_position","unit_session_id","session","type","item_name","label","optional","showif","created","saved","shown","shown_relative","answer","answered","answered_relative","displaycount","display_order","hidden","coder","repeat.var","study.no","hyp.no","result.no","group"
"1263","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_02study",30,2226977,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","STUDY_META_ANALYSIS","Is the study a meta-analysis or a systematic review?",0,"","2018-08-17 11:24:18","2018-08-17 12:52:44","2018-08-17 09:25:33",1826,"2","2018-08-17 09:25:39",7594,1,2,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"1264","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_02study",30,2226977,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","HYP_CHECK","Does this study contain a confirmatory hypothesis?
_This is just a check question to let you skip the results page if no results can/should be coded for any reason._",0,"STUDY_META_ANALYSIS == 2","2018-08-17 11:24:18","2018-08-17 12:52:44","2018-08-17 09:25:39",7600,"1","2018-08-17 10:53:57",5305665,1,5,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"1265","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_02study",30,2226977,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","STUDY_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

#### Previously coded studies in this article: `r AssessingRRsPRs_codingscheme_02study$STUDY_NO`

#### Code a new study:",1,"","2018-08-17 11:24:18","2018-08-17 12:52:44","2018-08-17 09:25:33",1826,"1","2018-08-17 09:25:33",NA,1,0,0,"0000-0002-6627-0746",1,1,NA,NA,"PR"
"1266","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","text","HYP_NO","Hypothesis number (e.g. 1, 2a, 2b, etc.; copy naming conventions from the article). Code """"1"""" if there is only one confirmatory hypothesis.",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:54:38",39949,1,1,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1267","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","textarea","HYP_QUOTE","### Hypothesis quote
Copy-paste the text which states _this_ hypothesis.
Try to find the quote with the most clear, unambiguous statement of the hypothesis.
If no hypothesis is reported, code """"not reported""""",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"In Study 2, we
aimed to replicate the finding that abstract thinking is associated
positively with vigorous physical activity, moderate
physical activity, and fruit and vegetable intake.","2018-08-17 10:54:39",41178,1,2,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1268","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","text","HYP_PAGE","### Page number of the hypothesis quote
If no hypothesis is reported, code """"NA""""",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"167","2018-08-17 10:54:45",47322,1,3,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1269","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","HYP_DIRECTION","Is the hypothesis directional (authors predict the sign of an effect, e.g. group A > group B, negative correlation)?
directional effect = hypothesis predicts the sign of the effect
non-directional effect = hypothesis predicts an effect without specifying the direction
absence of an effect = hypothesis predicts that an effect is zero or closer to zero than some criterion
compound = hypothesis relates to more than one effect (e.g. """"A > B *and* C = D"""")",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:54:45",47453,1,4,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1270","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_button","HYP_DEPEND","Is the hypothesis independent from all other (confirmatory) hypotheses in this study?",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:58:10",252356,1,6,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1271","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_button","HYP_REPLICATION","Is this hypothesis part of a replication attempt?",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:58:12",254040,1,8,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1272","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","HYP_REPLICATION_TYPE_NOTE","![replication_taxonomy](http://www.curatescience.org/logos/replication-taxonomy-v4_small.png)""""",1,"HYP_REPLICATION == 1","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:58:12",254047,"1","2018-08-17 10:58:12",NA,1,9,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1273","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","HYP_REPLICATION_TYPE","### Replication type
Please consider the replication taxonomy shown above and classify the type of replication from """"exact"""" to """"very far"""".",0,"HYP_REPLICATION == 1","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:58:12",254048,"3","2018-08-17 10:59:34",335581,1,10,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1274","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","text","HYP_REPLICATION_QUOTE","### Replication description quote
Please copy-paste the authors' description of the type of replication (e.g. close replication, conceptual replication)",1,"HYP_REPLICATION == 1","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:58:12",254049,"Study 2 was a confirmatory study in which we sought to replicate and extend findings from Study 1.","2018-08-17 11:00:11",373521,1,11,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1275","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","text","HYP_REPLICATION_QUOTE_PAGE","Page number of the replication description quote",1,"HYP_REPLICATION == 1","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:58:12",254049,"167","2018-08-17 11:00:14",376016,1,12,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1276","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","HYP_NOTE","##Current article: `r AssessingRRsPRs_codingscheme_01generalstart$ARTICLE_NAME`

###Current study: `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`

####Previously coded confirmatory hypothesis/hypotheses for the current study: `r AssessingRRsPRs_codingscheme_03hypotheses$HYP_NO`

#### Code a new confirmatory hypothesis for Study `r last(AssessingRRsPRs_codingscheme_02study$STUDY_NO)`:",1,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:54:04",NA,1,0,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1277","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","rating_button","HYP_CODING_DIFFICULTY","How difficult was it to code this hypothesis?",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"3","2018-08-17 11:00:19",380997,1,14,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1278","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","textarea","HYP_COMMENTS","Any comments regarding (the coding of) this hypothesis?",1,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"I chose to code this as one hypothesis but am uncertain if it should really be three (one for vigorous exercise, one for moderate exercise, and one for healthy eating)","2018-08-17 11:00:55",416607,1,15,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1279","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","RESULT_CHECK","Is there an empirical result that relates to this hypothesis?
_This is just a check question to let you skip the results page if no results can/should be coded for any reason._",0,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 11:00:56",418033,1,17,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1280","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","HYP_NOTE2","___

### Coding difficulty and comments",1,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:54:04",NA,1,13,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1281","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_03hypotheses",50,2227104,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","HYP_NOTE3","___

### Continue to results",1,"","2018-08-17 12:52:48","2018-08-17 12:59:48","2018-08-17 10:54:04",5617,"1","2018-08-17 10:54:04",NA,1,16,0,"0000-0002-6627-0746",1,1,1,NA,"PR"
"1282","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_NO","Result number:
If the hypothesis relates to more than one result, please number the results consecutively.",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"1","2018-08-20 07:36:39",1535769,2,1,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1283","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","textarea","RESULT_QUOTE","### Result quote
Copy-paste the text containing the test result. If the result is reported in a table or figure and *not* in the text, state the table of figure instead (e.g., """"Table 4"""", """"Figure 1A"""").
Priority is as follows:
1. Try to find a quote from the text. 
If there is none >
2. Try to find a table containing the result. 
If there is none >
3. Try to find a figure containing the result. 
If there is none >
4. Code """"not reported""""",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"Table 3","2018-08-20 07:38:46",1662720,2,2,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1284","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","text","RESULT_PAGE","Page number of the result quote
(or of the table or figure)
If no result is reported, code """"NA"""".",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"171","2018-08-20 07:38:55",1672676,2,3,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1285","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_multiple_button","RESULT_TYPE","What kind of analysis was used?
(Select all that apply)",1,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"freqtest","2018-08-20 07:38:56",1673632,2,4,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1286","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","note","RESULT_FREQ_NOTE","___

### Frequentist analyses:",1,"RESULT_TYPE %contains% """"freqtest""""","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673641,"1","2018-08-20 07:38:56",NA,2,6,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1287","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_button","RESULT_CRIT_ALPHA_REPORT","Is the used alpha level made explicit?",0,"RESULT_TYPE %contains% """"freqtest""""","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673642,"1","2018-08-20 07:39:40",1716779,2,7,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1288","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_CRIT_ALPHA","What is the alpha level?",0,"RESULT_CRIT_ALPHA_REPORT == 1","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:39:40",1716786,"0.05","2018-08-20 07:39:45",1722173,2,8,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1289","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","RESULT_TESTSTAT","Which test statistic is used?",0,"RESULT_TYPE %contains% """"freqtest""""","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673644,"3","2018-08-20 07:39:45",1722260,2,9,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1290","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_TESTVAL","Test value:",0,"RESULT_TESTSTAT < 7","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673662,"0.15","2018-08-20 07:39:50",1727530,2,11,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1291","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_TESTDF1","DF 1:",0,"RESULT_TESTSTAT < 7","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673662,"999","2018-08-20 07:39:56",1732713,2,12,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1292","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","RESULT_PVAL","How is the *p* value reported?",0,"RESULT_TYPE %contains% """"freqtest""""","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:38:56",1673645,"2","2018-08-20 07:40:36",1773006,2,14,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1293","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_PVAL_SMALLER","*p* <",0,"RESULT_PVAL==2","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:40:36",1773010,"0.05","2018-08-20 07:40:42",1779500,2,16,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1294","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","number","RESULT_N","How many subjects were included in this analysis?",1,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"464","2018-08-20 07:41:19",1816614,2,33,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1295","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_button","RESULT_SAMPLE_SOURCE","Was the data collected for this study or did it already exist?",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"1","2018-08-20 07:41:23",1820504,2,34,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1296","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc_button","RESULT_SAMPLE_DEPEND","Does the sample that gave this result overlap fully or partly with the sample used for another analysis of this hypothesis or another hypothesis in this article?",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"1","2018-08-20 07:41:29",1826536,2,36,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1297","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","textarea","RESULT_SAMPLE_DEPEND_SPEC","Please state exactly with which results from which hypothesis the sample overlaps, and how (e.g. if the sample is identical or what the differences are)",0,"RESULT_SAMPLE_DEPEND == 1","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:41:29",1826541,"full overlap with all other results","2018-08-20 07:41:38",1835280,2,37,0,"0000-0002-6627-0746",1,1,1,1,"PR"
"1298","10.1007/s11031-017-9645-3","AssessingRRsPRs_codingscheme_04results",70,2227127,"QkGDyNCJ5bYRLW-ol-uBoVi5SpbcwtJkD-CZ02UMNB0gvFL_8GQ50VBzjDCBGhv6","mc","RESULT_SAMPLE_EXCLUDED","Were participants excluded from this analysis?",0,"","2018-08-17 12:59:51","2018-08-20 10:05:43","2018-08-20 07:11:04",2300,"1","2018-08-20 07:41:38",1835371,2,38,0,"0000-0002-6627-0746",1,1,1,1,"PR"
